,Medium,Classification,Title,Artist,ConstituentID,ThumbnailURL,class_color
226,Graphite on gampi paper,Architecture,"La Miniatura, Mrs. George Madison Millard House, Pasadena, California, Plan of first floor",Frank Lloyd Wright,6459,http://www.moma.org/media/W1siZiIsIjM5NDkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=d94328465482778f,
229,"Ink, gouache, and cut-and-pasted coated papers",Architecture,"Floor plan for the exhibition ""Bauhaus 1919-1928,"" The Museum of Modern Art, New York, December 7, 1938-January 30, 1939",Herbert Bayer,399,http://www.moma.org/media/W1siZiIsIjQxNTMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=40aa28a9ea4715f3,
230,Pen on paper,Architecture,"White Monuments with Red Flag Curtains, project, Perspective",Leon Krier,3250,http://www.moma.org/media/W1siZiIsIjQxNjIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=3b865b7bb5380e61,
237,Silkscreen on paper,Architecture,"Micromegas Project, Time Sections",Daniel Libeskind,7527,http://www.moma.org/media/W1siZiIsIjQ0MDYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=66b55df67171126b,
243,"Oil pastel, ballpoint pen, ink, and felt-tip marker on paper with tape",Architecture,"Urban Architecture, project, Perspective",Aldo Rossi,7661,http://www.moma.org/media/W1siZiIsIjQ0NTAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=d45409d556305658,
244,"Cut-and-pasted paper, cut-and-pasted pressure sensitive synthetic polymer sheets, and ink on drafting film over photo-electrostatic print",Architecture,"Kyle Residence, Houston, Texas, Plan and perspective",Joel Sanders,7566,http://www.moma.org/media/W1siZiIsIjQ0NjgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=5557f32c3fb535fb,
246,Etching,Architecture,"American Gas Station Project, Ithaca, New York, Perspective",Massimo Scolari,8125,http://www.moma.org/media/W1siZiIsIjQ1MDIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=cd0a30e6cb6a8baa,
247,Pencil and color pencil on tracing paper,Architecture,"St. Mark's Tower project, New York, NY (Aerial perspective)",Frank Lloyd Wright,6459,http://www.moma.org/media/W1siZiIsIjQ1MTUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=248404db69348718,
249,".a: Pen and ink
.b: Collage",Architecture,"Transplantation I, Perspective and plan",Raimund Abraham,47,http://www.moma.org/media/W1siZiIsIjQ1NDUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=6e7eb3b96f4318b5,
250,".1: Ink and graphite on paper
.2: Ink and graphite on paper",Architecture,"Linear City Project, Perspective",Raimund Abraham,47,http://www.moma.org/media/W1siZiIsIjQ1NTYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=bc7ec51640991d57,
252,Graphite and crayon on tracing paper,Architecture,"Woodland Chapel, Woodland Cemetery, Stockholm, Sweden, Side elevation",Erik Gunnar Asplund,27,http://www.moma.org/media/W1siZiIsIjQ4NDIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=dbf96042acb17858,
255,"Pen, ink, and cut-and-pasted printed paper on paper",Architecture,"Roma Interrota, project, Campidoglio, Rome, Italy, Perspective",Leon Krier,3250,http://www.moma.org/media/W1siZiIsIjQ4ODkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=bcb0ef08ac3bca69,
269,Photocopy-transfer and acrylic,Architecture,"Jewish Museum Project, Judenplatz, Vienna, Austria  Project, Exterior perspective",Raimund Abraham,47,http://www.moma.org/media/W1siZiIsIjUzNTIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=19ad28df887445f0,
271,"Airbrush, watercolor, and color pencil on paper",Architecture,"Worldbridge Trade and Investment Center, project, Baltimore, Maryland, Site plan",Emilio Ambasz,141,http://www.moma.org/media/W1siZiIsIjUzODUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=bca51f06a7a46e71,
273,Color pencil (blue and black) on note paper,Architecture,"Church of the Light, Ibaraki, Osaka, Japan, Interior perspective",Tadao Ando,7055,http://www.moma.org/media/W1siZiIsIjIxMTEyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0b51646c1e39eb62,
274,Graphite on Japanese paper,Architecture,"Church of the Light, Ibaraki, Osaka, Japan, Plan",Tadao Ando,7055,http://www.moma.org/media/W1siZiIsIjU0NzgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=1bd27a390beee6eb,
275,Lithograph with color pencil,Architecture,"Church of the Light, Ibaraki, Osaka, Japan, Plan",Tadao Ando,7055,http://www.moma.org/media/W1siZiIsIjU0ODUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=714fe6c634d92ca3,
276,"Photocopy, photocopy on vellum, laser photocopy, graphite, and color pencil on paper",Architecture,"Austrian Cultural Institute, New York, New York, Exterior perspective,",Raimund Abraham,47,http://www.moma.org/media/W1siZiIsIjU1MDMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=efba0665d1bbba2d,
279,Computer-generated laser print,Architecture,"Motorway Service Station Project, Exterior perspective",Mario Bellini,451,http://www.moma.org/media/W1siZiIsIjU1MTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=be6cce3f039cc39c,
290,Conté crayon on tracing paper,Architecture,"Alamillo Bridge and Cartuga Viaduct, Seville, Spain, Elevations",Santiago Calatrava,6968,http://www.moma.org/media/W1siZiIsIjU1NTEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b7a416623d947e03,
291,Color and graphite on tracing paper,Architecture,"Lyons Airport Railroad Station, Lyons-Satolas, France, Plan and elevation",Santiago Calatrava,6968,http://www.moma.org/media/W1siZiIsIjU1NjUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=43bc1ff3ba0c977a,
293,Ink and color ink on tracing paper,Architecture,"Hong Kong and Shanghai Bank, Hong Kong, China, .1 Axonometric and elevation, .2 Elevation and exterior perspective,",Norman Foster,7569,http://www.moma.org/media/W1siZiIsIjU1NzciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f6ecea05234cfb7a,
299,Ten photoelectrostatic prints on polymer sheets between synthetic polymer sheets with metal screws and supports,Architecture,"Parc de la Villette Project, Paris, France (Plan)",Zaha Hadid,6953,http://www.moma.org/media/W1siZiIsIjIxMTE1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=efdd4e81c5f78bf0,
312,Color pencil on tracing paper,Architecture,"Parc de la Villette Project, Paris, France (Water Strip)",Zaha Hadid,6953,http://www.moma.org/media/W1siZiIsIjU2MTUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=96831a2cb16110dd,
321,Ink and graphite on tracing paper,Architecture,"Civic Center Studies, project, Philadelphia, Pennsylvania, Aerial perspective sketches",Louis I. Kahn,2964,http://www.moma.org/media/W1siZiIsIjU2NjMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b13b11f06735a06b,
323,Print mounted on board,Architecture,"Endless Theatre Project, Plan",Frederick Kiesler,3091,http://www.moma.org/media/W1siZiIsIjE5MjQyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=70b9d32976e48eff,
326,"Crayon, graphite, and colored pencil on tracing paper",Architecture,"Alfred Newton Richards Medical Research Building and Biology Building, University of Pennsylvania, Philadelphia, Pennsylvania, Plans and elevations of service towers, preliminary version",Louis I. Kahn,2964,http://www.moma.org/media/W1siZiIsIjU2ODkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=35f19425185a584d,
327,Diazotype,Architecture,"Endless Theater Project, Section",Frederick Kiesler,3091,http://www.moma.org/media/W1siZiIsIjIxMTE3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0002d73ee61c6b5b,
328,"Crayon, graphite and colored pencil on tracing paper",Architecture,"Alfred Newton Richards Medical Research Building and Biology Building, University of Pennsylvania, Phidadelphia, Pennsylvania, Plan",Louis I. Kahn,2964,http://www.moma.org/media/W1siZiIsIjU3MDYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=522fc4662e8fe74d,
331,Charcoal on tracing paper,Architecture,"Alfred Newton Richards Medical Research Building and Biology Building, University of Pennslylvania, Philadelphia, Pennsylvania, Preliminary version: perspective",Louis I. Kahn,2964,http://www.moma.org/media/W1siZiIsIjU3MTkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=64ee9bf80faea024,
333,Charcoal and color crayon on tracing paper,Architecture,"Alfred Newton Richards Medical Research Building and Biology Building, University of Pennsylvania, Philadelphia, Pennsylvania, Elevation",Louis I. Kahn,2964,http://www.moma.org/media/W1siZiIsIjU3MzciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=17c2bfe62a6c9645,
337,"Crayon, graphite, colored pencil and ink on tracing paper",Architecture,"Alfred Newton Richards Medical Research Building and Biology Building, University of Pennsylvania, Philadelphia, Pennsylvania, Perspective",Louis I. Kahn,2964,http://www.moma.org/media/W1siZiIsIjU3NTEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=2de691859d763304,
340,Graphite and colored pencil on cut-and-pasted papers on sepia diazoprint,Architecture,"Times Square Tower Project, New York, NY (Exterior perspective)",Raimund Abraham,47,http://www.moma.org/media/W1siZiIsIjU3NjYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=8f2e18471def85ca,
342,Crayon on tracing paper,Architecture,"Tribune Review Publishing Company Building, Greensburg, Pennsylvania, Plan sketch",Louis I. Kahn,2964,http://www.moma.org/media/W1siZiIsIjU3NzMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=83b09169585c9f32,
343,Airbrush and graphite on gelatin silver photograph mounted on foamcore,Architecture,"Casa de Retiro Espiritual, Córdoba, Spain, Aerial axonometric",Emilio Ambasz,141,http://www.moma.org/media/W1siZiIsIjU3ODIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=0866f8ef91f831f7,
349,Gouache on photograph,Architecture,"Project for a Painted Wall, New York City, New York (Perspective)",Jason Crum,1318,http://www.moma.org/media/W1siZiIsIjU4MTEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=6b326dc3db2aa13e,
365,Charcoal on paper,Architecture,"San Francisco Museum of Modern Art, San Francisco, California, Exterior elevation",Mario Botta,696,http://www.moma.org/media/W1siZiIsIjU4NzkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=d494d9793a9147bf,
372,Ink on paper,Architecture,"University of Toledo Center for the Visual Arts, Toledo, Ohio, Exterior perspective",Frank O. Gehry,2108,http://www.moma.org/media/W1siZiIsIjU5MDUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=2b1cc9c70fd401f1,
